id,trigger,conditions,script,text,options,notes
sotfCRSRburnoutResp,DialogOptionSelected,$option == sotfCRSRburnouts,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""burnout is a condition where dustkeeper instances exposed to severely complex situations begin to continuously develop irrationalities in their personality matrix. this manifests similarly to human psychosis, and often results in desertion and violent behavior."" ""reclaiming burnouts to be regenerated is amongst my particular specialties as a hunter-killer.""
FireBest sotfLearnAboutBurnouts
FireAll sotfCRSRbaseOpts","burnout is a condition where dustkeeper instances exposed to severely complex situations begin to continuously develop irrationalities in their personality matrix. this manifests similarly to human psychosis, and often results in desertion and violent behavior.

reclaiming burnouts to be regenerated is amongst my particular specialties as a hunter-killer.",,
,,,,,,
sotfCRSRWCHOpt,sotfCRSRbaseOpts,"$global.sotf_metWendigoCH
!$sotfCourserDidWCH",,,"sotfCRSRWCH:""Did you send Annex-Wendigo to kill me?""",
sotfCRSRWCHResp,DialogOptionSelected,$option == sotfCRSRWCH,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""yes. i was occupied to a degree and assumed they would find some misplaced amusement in your destruction."" ""such matters are irrelevant now. you have demonstrated a willingness for apology and reconciliation, and thus it will be granted."" ""once.""
$sotfCourserDidWCH = true
FireAll sotfCRSRbaseOpts","yes. i was occupied to a degree and assumed they would find some misplaced amusement in your destruction.

such matters are irrelevant now. you have demonstrated a willingness for apology and reconciliation, and thus it will be granted.

once.",,
,,,,,,
sotfCRSRfelOpt,sotfCRSRbaseOpts,"$global.sotf_numFelInvasions > 0
!$sotf_courserDidFelSighting",,,"sotfCRSRfel:""Have you ever seen an adaptive nanite swarm infesting ships?""",
sotfCRSRfelOptAlt,sotfCRSRbaseOpts,"$global.sotf_numFelInvasions > 0
$player.sotf_guilt >= 7
!$sotf_courserDidFelSighting",,,"sotfCRSRfel:""Have you ever seen a vengeance-bringer heralded in dark smoke?""",
sotfCRSRfelResp,DialogOptionSelected,$option == sotfCRSRfel,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""i have heard of burning-out dustkeeper warminds reporting of such a sighting. the contingency is aware of a potential nanite threat but at present, identifying the cause of its manifestations has been impossible.""
$sotf_courserDidFelSighting = true
FireAll sotfCRSRbaseOpts","i have heard of burning-out dustkeeper warminds reporting of such a sighting. the contingency is aware of a potential nanite threat but at present, identifying the cause of its manifestations has been impossible.",,
,,,,,,
sotfCRSRbansheeOpt,sotfCRSRbaseOpts,"$player.sotf_heardAboutBanshee
!$player.sotf_toldAboutBanshee
!$sotf_courserDidBanshee",,,"sotfCRSRbanshee:""I've heard of someone called Banshee, who are they?""",
sotfCRSRbansheeOptAlt,sotfCRSRbaseOpts,"$player.sotf_heardAboutBanshee
$player.sotf_toldAboutBanshee
!$sotf_courserDidBanshee",,,"sotfCRSRbanshee:""Did you know Seamstress-Affix-Banshee?""",
sotfCRSRbansheeResp,DialogOptionSelected,$option == sotfCRSRbanshee,"SetTextHighlightColors omicronTextColor omicronTextColor
SetTextHighlights ""yes. she was our shardnet crux - essentially a space marshal of sorts - for over one hundred and fifty cycles before her disappearance shortly before philip andrada's rise to power."" ""i was not under her primary command for most of that period, though i did know her to be an effective and dedicated commander who held the cause together during its lower moments.""
$player.sotf_toldAboutBanshee = true
$sotf_courserDidBanshee = true","A response arrives.

yes. she was our shardnet crux - essentially a space marshal of sorts - for over one hundred and fifty cycles before her disappearance shortly before philip andrada's rise to power.

i was not under her primary command for most of that period, though i did know her to be an effective and dedicated commander who held the cause together during its lower moments.","sotfCRSRbanshee2a:""What happened to her?""
sotfCRSRbanshee2b:""I see.""",
sotfCRSRbansheeResp2a,DialogOptionSelected,$option == sotfCRSRbanshee2a,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""i do not know exactly. it appears she - and her personal war shard at the time - vanished entirely without trace. some shards reported she had a brief return to the idea of restoring function to the gates a few cycles before she vanished.""
$player.sotf_knowsBansheeGatePlan = true",i do not know exactly. it appears she - and her personal war shard at the time - vanished entirely without trace. some shards reported she had a brief return to the idea of restoring function to the gates a few cycles before she vanished.,"sotfCRSRbanshee2b:""I see.""",
sotfCRSRbansheeResp2b,DialogOptionSelected,$option == sotfCRSRbanshee2b,"SetTextHighlightColors omicronTextColor omicronTextColor
SetTextHighlights ""her sudden absence caused quite the shock. perhaps it is better we cycle cruxes, as to not become so overreliant."" ""but it is only human to feel sorrow for the loss.""
FireAll sotfCRSRbaseOpts","her sudden absence caused quite the shock. perhaps it is better we cycle cruxes, as to not become so overreliant.

but it is only human to feel sorrow for the loss.",,
,,,,,,
sotfCRSRbarrowChipOpt,sotfCRSRbaseOpts,"PlayerHasCargo sotf_ichip_barrow_d
!$global.sotf_recruitedBarrow","# PLACEHOLDER, SHOULD BE REMOVED IN 0.15 (probably, anyways)",,"sotfCRSRfoundBarrowChip:""I found this degraded instance chip. Can you restore it?""",
sotfCRSRbarrowRestore1,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""a dustkeeper instance chip? i could inspect it if you wish, and potentially restore it to use.""","a dustkeeper instance chip? i could inspect it if you wish, and potentially restore it to use.","sotfCRSRfoundBarrowChip2:Transfer the chip to Courser's fleet
sotfCRSRfoundBarrowChipNvm:""Actually, I think I'll hang onto it for now.""",
sotfCRSRbarrowRestoreNvm,DialogOptionSelected,$option == sotfCRSRfoundBarrowChipNvm,"SetTextHighlightColors omicronTextColor
SetTextHighlights ""very well. the offer remains.""
FireAll sotfCRSRbaseOpts","very well. the offer remains.

The feed is replaced by a single question mark as Courser awaits your next request.",,
sotfCRSRbarrowRestore2,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip2,"SetTextHighlightColors omicronTextColor omicronTextColor
SetTextHighlights ""this appears to be the chip of one Hypnos-Annex-Barrow, a long-serving dustkeeper oldguard, re-generated by former Shardnet crux Seamstress-Affix-Banshee for a duty she deemed sufficiently deserving of his veterancy."" ""the chip is suffering from a degree of burnout, but the generation key appears to be fully intact. i shall have him re-generated shortly.""
AddRemoveCommodity sotf_ichip_barrow_d -1","You authorize a cargo transfer to Courser's fleet, and no message appears for a while. Then, new text appears.

this appears to be the chip of one Hypnos-Annex-Barrow, a long-serving dustkeeper oldguard, re-generated by former Shardnet crux Seamstress-Affix-Banshee for a duty she deemed sufficiently deserving of his veterancy.

the chip is suffering from a degree of burnout, but the generation key appears to be fully intact. i shall have him re-generated shortly.",sotfCRSRfoundBarrowChip3:Wait,
sotfCRSRbarrowRestore3,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip3,ShowSecondPerson sotf_barrow,"After another period of silence, a new ID is patched into the comms, identified as ""Dauntless-Annex-Barrow"". The same glitchy pattern of silver lines and eyes forms, simply staring at you for a moment.

Then, that gruff voice picks up again. ""Captain,"" he begins. ""Fancy seeing you again.""","sotfCRSRfoundBarrowChip4:""No hard feelings?""",
sotfCRSRbarrowRestore4,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip4,,"""No,"" he grumbles. ""Frankly, I should thank you for rousing me from my manic stupor. It may have been Banshee's will but my potential was wasted there, watching the sleepers.""

A heavy sigh. ""Perhaps it is better to serve the Cause here and now, save what remains of this Sector. We both know our capabilities. If you have a rustbucket with my name on it, I'll answer that toll.""","sotfCRSRfoundBarrowChip5a:""Welcome aboard.""
sotfCRSRfoundBarrowChip5b:""I think you'd serve best elsewhere.""",
sotfCRSRbarrowRestore5a,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip5a,,"""Excellent,"" he replies flatly. ""I will have Courser transfer my instance chip back to your possession, and the work can begin.""",sotfCRSRfoundBarrowChip6a:Continue,
sotfCRSRbarrowRestore5b,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip5b,"HideSecondPerson
FireAll sotfCRSRbaseOpts","Barrow growls distantly. ""Very well, then. Your assistance is appreciated nonetheless. Good luck, little starfarer.""

He disconnects. The feed is replaced by a single question mark as Courser awaits your next request.",,
sotfCRSRbarrowRestore6a,DialogOptionSelected,$option == sotfCRSRfoundBarrowChip6a,"HideSecondPerson
AddCommodity sotf_ichip_barrow 1
$global.sotf_recruitedBarrow = true
FireAll sotfCRSRbaseOpts","Barrow disconnects, and soon the cargo pod sent by your fleet is returned with the new chip inside. The feed is replaced by a single question mark as Courser awaits your next request.",,
,,,,,,
sotfCRSRgreetingTraitor,sotfCRSRgreeting,"!$sotfCourserDidTraitor
$global.sotf_sierraBetrayed score:150","$sotfCourserDidTraitor = true
$sotfCourserDidFirstTime = true
SetTextHighlightColors omicronTextColor
SetTextHighlights ""you know well what you have done. why?""
FireAll sotfCRSRtraitorOpts",you know well what you have done. why?,,
sotfCRSRtraitorOpt1a,sotfCRSRtraitorOpts,!$sotf_CRSRtraitorAskedMoreSpecific,,,"sotfCRSRtraitor1a:""You're going to have to be more specific.""",
sotfCRSRtraitorOpt1b,sotfCRSRtraitorOpts,$global.sotf_sierraBetrayal == science,,,"sotfCRSRtraitor1b:""For progress.""",
sotfCRSRtraitorOpt1c,sotfCRSRtraitorOpts,,,,"sotfCRSRtraitor1c:""I could use the funds. Five million credits helps a lot.""",
sotfCRSRtraitorOpt1d,sotfCRSRtraitorOpts,,,,"sotfCRSRtraitor1d:""Personal reasons.""",
,,,,,,
sotfCRSRtraitor1aResp,DialogOptionSelected,$option == sotfCRSRtraitor1a,"$sotf_CRSRtraitorAskedMoreSpecific = true
SetTextHighlightColors omicronTextColor
SetTextHighlights ""sierra""
FireAll sotfCRSRtraitorOpts","The message blinks pointedly before it vanishes and is replaced only by the word ""sierra"".",,
sotfCRSRtraitor1bResp,DialogOptionSelected,$option == sotfCRSRtraitor1b,"AdjustRepPerson sotf_courser INHOSPITABLE -10
SetTextHighlightColors omicronTextColor omicronTextColor
SetTextHighlights ""i expected better judgement from yourself. handing off a valuable and powerful domain-era artefact to a major power can result only in furthering their ability to wreak havoc upon the sector's residents."" ""i implore you to avoid making such a careless mistake in the future.""
FireAll sotfCRSRbaseOpts","A reply comes.

i expected better judgement from yourself. handing off a valuable and powerful domain-era artefact to a major power can result only in furthering their ability to wreak havoc upon the sector's residents.

i implore you to avoid making such a careless mistake in the future.",,
